date,logger3,logger4,logger6,logger7,logger8,logger9,logger10,logger11,logger12,logger13,logger14,logger15
20160814,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160815,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160816,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160817,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160818,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160819,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160820,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160821,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160822,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160823,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160824,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160825,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160826,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160827,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160828,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160829,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160830,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160831,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160901,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160902,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160903,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160904,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160905,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160906,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160907,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160908,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160909,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160910,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160911,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160912,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160913,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160914,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160915,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160916,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160917,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160918,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160919,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160920,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160921,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160922,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160923,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160924,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160925,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160926,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160927,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160928,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160929,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20160930,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161001,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161002,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161003,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161004,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161005,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161006,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161007,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161008,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161009,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161010,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161011,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161012,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161013,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161014,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161015,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161016,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161017,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161018,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161019,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161020,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161021,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161022,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161023,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161024,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161025,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161026,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161027,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161028,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161029,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161030,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161031,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161101,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161102,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161103,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161104,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161105,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161106,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161107,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161108,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161109,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161110,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161111,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161112,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161113,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161114,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161115,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161116,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161117,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161118,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161119,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161120,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161121,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161122,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161123,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161124,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161125,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161126,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161127,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161128,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161129,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161130,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161201,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161202,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161203,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161204,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161205,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161206,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161207,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161208,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161209,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161210,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161211,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161212,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161213,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161214,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161215,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161216,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161217,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161218,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161219,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161220,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161221,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161222,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161223,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161224,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161225,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161226,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161227,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161228,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161229,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161230,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
20161231,1317,1328,1330,7444,7321,7308,7914,7301,1321,1005,1308,1316
